question_id,character_id,profession,difficulty,field_key,question_text,correct_answer,options_json
guard_26_manor_name_easy,guard_26,hunter,easy,manor_name,該角色在莊園的名字是？,邦邦,"[""艾格·瓦爾登"",""邦邦"",""弗雷德里克·克雷伯格""]"
guard_26_real_name_easy,guard_26,hunter,easy,real_name,該角色的本名是？,邦邦,"[""美智子"",""阿爾瓦·洛倫茲"",""邦邦""]"
guard_26_alias_easy,guard_26,hunter,easy,alias,玩家可能怎麼稱呼該角色？,開塞露,"[""憨蛋"",""開塞露"",""最偉大的魔術師""]"
guard_26_camp_easy,guard_26,hunter,easy,camp,該角色的陣營是？,監管者,"[""求生者"",""監管者""]"
guard_26_birthday_or_anniversary_easy,guard_26,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,8月8日,"[""5月2日"",""4月2日"",""8月8日""]"
guard_26_likes_easy,guard_26,hunter,easy,likes,該角色喜歡？,機油、蝴蝶結,"[""玩偶、帳篷"",""酒、音樂、錢"",""機油、蝴蝶結""]"
guard_26_dislikes_easy,guard_26,hunter,easy,dislikes,該角色討厭？,水,"[""庸碌的人、珍珠、秘密被他人知曉"",""水"",""黑暗的環境、鳥類的叫聲""]"
guard_26_representative_s_tier_costume_easy,guard_26,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,三月兔,"[""招風旗"",""Checkmate"",""三月兔""]"
guard_26_representative_a_tier_costume_easy,guard_26,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,黑白熊、困獸之鬥,"[""黑白熊、困獸之鬥"",""陌路仙蹤、夜之商籟"",""芙莉蓮""]"
guard_26_abyss_s_or_a_costume_easy,guard_26,hunter,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,蛋殼先生、蜀中客、秘密大廚,"[""灰燼狂想、祖祖、緘默者"",""多色印刷、達芬奇、掌中篆記"",""蛋殼先生、蜀中客、秘密大廚""]"
guard_26_cn_release_date_hard,guard_26,hunter,hard,cn_release_date,該角色的上線日期為？,2019-10-17,"[""2024-08-22"",""2019-10-17"",""2018-08-09""]"
apostle_manor_name_easy,apostle,hunter,easy,manor_name,該角色在莊園的名字是？,安,"[""安"",""特蕾西·列茲尼克"",""瓦倫蒂娜·雅加·瓦西裡耶娃""]"
apostle_real_name_easy,apostle,hunter,easy,real_name,該角色的本名是？,琼·安,"[""琼·安"",""海倫娜·亞當斯"",""奈布·薩貝達""]"
apostle_former_name_easy,apostle,hunter,easy,former_name,該角色的曾用名是？,琼·安,"[""柯根·尼古拉斯·基奧"",""盧卡斯·巴爾薩克"",""琼·安""]"
apostle_alias_easy,apostle,hunter,easy,alias,玩家可能怎麼稱呼該角色？,貓貓人,"[""最偉大的魔術師"",""貓貓人"",""蝶后""]"
apostle_camp_easy,apostle,hunter,easy,camp,該角色的陣營是？,監管者,"[""監管者"",""求生者""]"
apostle_birthday_or_anniversary_easy,apostle,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,8月11日,"[""8月11日"",""11月27日"",""1月2日""]"
apostle_gender_easy,apostle,hunter,easy,gender,該角色的性別是？,女,"[""男"",""女""]"
apostle_likes_easy,apostle,hunter,easy,likes,該角色喜歡？,貓、書籍,"[""貓、書籍"",""藥草、書"",""杜松、斧頭""]"
apostle_dislikes_easy,apostle,hunter,easy,dislikes,該角色討厭？,火光,"[""城市、喧囂的地方"",""火光"",""世俗的規矩、循規蹈矩的人""]"
apostle_representative_s_tier_costume_easy,apostle,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,烏撒來客,"[""川上富江"",""烏撒來客"",""福爾摩斯""]"
apostle_representative_a_tier_costume_easy,apostle,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,浮水蔓生、白松露,"[""浮水蔓生、白松露"",""翦燭、忘川渡人"",""白澤、紙新娘·陶夢嫣""]"
apostle_abyss_s_or_a_costume_easy,apostle,hunter,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,多加雷薩、花間晚禱、校監夫人,"[""隱於夜色中"",""多加雷薩、花間晚禱、校監夫人"",""樹形背景板、搗蛋裘克、稻草人""]"
apostle_cn_release_date_hard,apostle,hunter,hard,cn_release_date,該角色的上線日期為？,2020-01-18,"[""2024-10-17"",""2020-01-18"",""2018-04-05""]"
apostle_cn_voice_actor_hard,apostle,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,穆雪婷,"[""杜晴晴"",""秦文靜"",""穆雪婷""]"
apostle_experiment_code_hard,apostle,hunter,hard,experiment_code,該角色的實驗代號為？,11-0-3,"[""6-1-1"",""11-0-3"",""5-0-2""]"
violinist_manor_name_easy,violinist,hunter,easy,manor_name,該角色在莊園的名字是？,安東尼奧,"[""“艾維”"",""安東尼奧"",""威爾三兄弟""]"
violinist_real_name_easy,violinist,hunter,easy,real_name,該角色的本名是？,安東尼奧,"[""裘克"",""凱文·阿尤索"",""安東尼奧""]"
violinist_alias_easy,violinist,hunter,easy,alias,玩家可能怎麼稱呼該角色？,安東鳥,"[""火火"",""菠蘿餡"",""安東鳥""]"
violinist_camp_easy,violinist,hunter,easy,camp,該角色的陣營是？,監管者,"[""求生者"",""監管者""]"
violinist_birthday_or_anniversary_easy,violinist,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,10月27日,"[""10月27日"",""1月21日"",""4月2日""]"
violinist_gender_easy,violinist,hunter,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
violinist_likes_easy,violinist,hunter,easy,likes,該角色喜歡？,紅酒、銷金窟,"[""玩耍、玩具、花草、板球"",""松露蛋糕、希臘神話"",""紅酒、銷金窟""]"
violinist_dislikes_easy,violinist,hunter,easy,dislikes,該角色討厭？,世俗的規矩、循規蹈矩的人,"[""草藥"",""世俗的規矩、循規蹈矩的人"",""虐待動物的人、獵奇表演""]"
violinist_representative_s_tier_costume_easy,violinist,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,孤月騎士,"[""孤月騎士"",""舞獅"",""克羅托""]"
violinist_representative_a_tier_costume_easy,violinist,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,民謠樂手、煉獄奏曲,"[""民謠樂手、煉獄奏曲"",""締造者"",""紅衣人、至萬千無言者""]"
violinist_abyss_s_or_a_costume_easy,violinist,hunter,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,不羈的浪漫、魔音迴響、銜尾蛇,"[""灰燼狂想、祖祖、緘默者"",""不羈的浪漫、魔音迴響、銜尾蛇"",""夢境中的愛麗絲、恐懼的舊影、伊布""]"
violinist_cn_release_date_hard,violinist,hunter,hard,cn_release_date,該角色的上線日期為？,2020-05-08,"[""2019-12-08"",""2020-05-08"",""2020-01-18""]"
violinist_cn_voice_actor_hard,violinist,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,馬洋,"[""馬洋"",""徐慧"",""孟祥龍""]"
violinist_experiment_code_hard,violinist,hunter,hard,experiment_code,該角色的實驗代號為？,3-1-3,"[""5-0-3"",""3-1-3"",""9-?-3""]"
sculptor_manor_name_easy,sculptor,hunter,easy,manor_name,該角色在莊園的名字是？,伽拉泰亞,"[""瑪格麗莎·澤萊"",""伽拉泰亞"",""美智子""]"
sculptor_real_name_easy,sculptor,hunter,easy,real_name,該角色的本名是？,伽拉泰亞·克勞德,"[""甘吉·古普塔"",""伽拉泰亞·克勞德"",""海倫娜·亞當斯""]"
sculptor_former_name_easy,sculptor,hunter,easy,former_name,該角色的曾用名是？,伽拉泰亞·克勞德,"[""瑪麗·安托瓦內特"",""羅比·懷特"",""伽拉泰亞·克勞德""]"
sculptor_alias_easy,sculptor,hunter,easy,alias,玩家可能怎麼稱呼該角色？,潘麗娟,"[""麥麥頭"",""小特"",""潘麗娟""]"
sculptor_camp_easy,sculptor,hunter,easy,camp,該角色的陣營是？,監管者,"[""監管者"",""求生者""]"
sculptor_birthday_or_anniversary_easy,sculptor,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,11月17日,"[""11月17日"",""10月21日"",""3月19日""]"
sculptor_gender_easy,sculptor,hunter,easy,gender,該角色的性別是？,女,"[""女"",""男""]"
sculptor_likes_easy,sculptor,hunter,easy,likes,該角色喜歡？,美麗成熟的女性,"[""貴重金屬、天然寶石"",""能面、頭紗、和服"",""美麗成熟的女性""]"
sculptor_dislikes_easy,sculptor,hunter,easy,dislikes,該角色討厭？,嘈雜的地方、循規蹈矩,"[""嘈雜的地方、循規蹈矩"",""軍隊、政府官員"",""輿論場、高風險、公關工作""]"
sculptor_representative_s_tier_costume_easy,sculptor,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,Checkmate,"[""Checkmate"",""幽靈帆"",""欺惑之燕""]"
sculptor_representative_a_tier_costume_easy,sculptor,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,"""夜魔""、籠中偶","[""海德先生、潰夜獵者、聖潔"",""馴獸師、鍾閣杼思"",""\""夜魔\""、籠中偶""]"
sculptor_abyss_s_or_a_costume_easy,sculptor,hunter,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,克拉拉、善忘的海馬體、天狼星,"[""多色印刷、達芬奇、掌中篆記"",""克拉拉、善忘的海馬體、天狼星"",""\""無用功\""G、反骨之縛、鎢""]"
sculptor_cn_release_date_hard,sculptor,hunter,hard,cn_release_date,該角色的上線日期為？,2020-08-06,"[""2020-08-06"",""2018-04-05"",""2021-06-17""]"
sculptor_cn_voice_actor_hard,sculptor,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,賀若帆,"[""盧曉彤"",""賀若帆"",""翟巍""]"
doctor_hunter_manor_name_easy,doctor_hunter,hunter,easy,manor_name,該角色在莊園的名字是？,珀西,"[""哈斯塔"",""伯倫希爾·維魯弗"",""珀西""]"
doctor_hunter_real_name_easy,doctor_hunter,hunter,easy,real_name,該角色的本名是？,珀西,"[""克利切·皮爾森"",""珀西"",""庫特·弗蘭克""]"
doctor_hunter_alias_easy,doctor_hunter,hunter,easy,alias,玩家可能怎麼稱呼該角色？,牢博,"[""牢博"",""員神"",""小教教""]"
doctor_hunter_camp_easy,doctor_hunter,hunter,easy,camp,該角色的陣營是？,監管者,"[""求生者"",""監管者""]"
doctor_hunter_birthday_or_anniversary_easy,doctor_hunter,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,5月18日,"[""10月2日"",""5月21日"",""5月18日""]"
doctor_hunter_gender_easy,doctor_hunter,hunter,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
doctor_hunter_likes_easy,doctor_hunter,hunter,easy,likes,該角色喜歡？,化學實驗、人體實驗,"[""金絲雀"",""夏季"",""化學實驗、人體實驗""]"
doctor_hunter_representative_s_tier_costume_easy,doctor_hunter,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,征服,"[""KING-h1"",""征服"",""引魂人""]"
doctor_hunter_representative_a_tier_costume_easy,doctor_hunter,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,查吉、狂歡時刻、裁紙機,"[""查吉、狂歡時刻、裁紙機"",""幕外之音、拂曉女士、電光之音"",""悲愴簧管""]"
doctor_hunter_cn_release_date_hard,doctor_hunter,hunter,hard,cn_release_date,該角色的上線日期為？,2020-11-26,"[""2023-06-21"",""2020-11-26"",""2024-04-30""]"
doctor_hunter_cn_voice_actor_hard,doctor_hunter,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,許棕哲,"[""黃鶯"",""許棕哲"",""蘇鑫""]"
broken_wheel_manor_name_easy,broken_wheel,hunter,easy,manor_name,該角色在莊園的名字是？,威爾三兄弟,"[""威爾三兄弟"",""戚十一"",""穆羅""]"
broken_wheel_real_name_easy,broken_wheel,hunter,easy,real_name,該角色的本名是？,威爾·羅比/威爾·馬克/威爾·史帝夫,"[""維克多·葛蘭茲"",""奈布·薩貝達"",""威爾·羅比/威爾·馬克/威爾·史帝夫""]"
broken_wheel_former_name_easy,broken_wheel,hunter,easy,former_name,該角色的曾用名是？,威爾·羅比/威爾·馬克/威爾·史帝夫,"[""梅莉·恩德洛武"",""威爾·羅比/威爾·馬克/威爾·史帝夫"",""琼·安""]"
broken_wheel_nickname_easy,broken_wheel,hunter,easy,nickname,該角色的小名是？,"""戲謔""、""悲觀""、""寡言""","[""奧菲"",""小洛倫茲"",""\""戲謔\""、\""悲觀\""、\""寡言\""""]"
broken_wheel_alias_easy,broken_wheel,hunter,easy,alias,玩家可能怎麼稱呼該角色？,輪輪,"[""輪輪"",""法拉蛛"",""大表哥""]"
broken_wheel_camp_easy,broken_wheel,hunter,easy,camp,該角色的陣營是？,監管者,"[""監管者"",""求生者""]"
broken_wheel_birthday_or_anniversary_easy,broken_wheel,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,11月25日,"[""12月27日"",""8月7日"",""11月25日""]"
broken_wheel_gender_easy,broken_wheel,hunter,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
broken_wheel_likes_easy,broken_wheel,hunter,easy,likes,該角色喜歡？,充滿戲劇性的故事，有名的演出舞臺,"[""有霧的夜晚"",""玩偶、帳篷"",""充滿戲劇性的故事，有名的演出舞臺""]"
broken_wheel_dislikes_easy,broken_wheel,hunter,easy,dislikes,該角色討厭？,被溺愛的孩子，情感不和的兄弟姐妹,"[""欺騙、教條主義"",""粗魯的"",""被溺愛的孩子，情感不和的兄弟姐妹""]"
broken_wheel_representative_s_tier_costume_easy,broken_wheel,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,三面神,"[""亡靈之主"",""三面神"",""岩鴿""]"
broken_wheel_representative_a_tier_costume_easy,broken_wheel,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,織夢兔,"[""織夢兔"",""海神之冕"",""白澤、紙新娘·陶夢嫣""]"
broken_wheel_abyss_s_or_a_costume_easy,broken_wheel,hunter,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,胡桃夾子、破陣子、球球,"[""糖果少女、咫尺天涯、\""鎖芯\"""",""胡桃夾子、破陣子、球球"",""羅密歐、湖中影、瑪吉努""]"
broken_wheel_cn_release_date_hard,broken_wheel,hunter,hard,cn_release_date,該角色的上線日期為？,2021-03-18,"[""2019-03-21"",""2021-03-18"",""2022-08-04""]"
broken_wheel_cn_voice_actor_hard,broken_wheel,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,劉垚,"[""劉垚"",""張安琪"",""張文鈺""]"
broken_wheel_experiment_code_hard,broken_wheel,hunter,hard,experiment_code,該角色的實驗代號為？,3-?-2,"[""0-0-3/0-1-3"",""3-?-2"",""10-0-2/11-1-1""]"
fishwoman_manor_name_easy,fishwoman,hunter,easy,manor_name,該角色在莊園的名字是？,格蕾絲,"[""溫迪·福特"",""何塞·巴登"",""格蕾絲""]"
fishwoman_real_name_easy,fishwoman,hunter,easy,real_name,該角色的本名是？,格蕾絲·伍德,"[""格蕾絲·伍德"",""馬庫斯·索恩"",""弗雷德里克·克雷伯格""]"
fishwoman_former_name_easy,fishwoman,hunter,easy,former_name,該角色的曾用名是？,格蕾絲·伍德,"[""柯根·尼古拉斯·基奧"",""格蕾絲·伍德"",""克洛伊·奈爾""]"
fishwoman_alias_easy,fishwoman,hunter,easy,alias,玩家可能怎麼稱呼該角色？,漁漁,"[""漁漁"",""軍火商"",""蝶后""]"
fishwoman_camp_easy,fishwoman,hunter,easy,camp,該角色的陣營是？,監管者,"[""求生者"",""監管者""]"
fishwoman_birthday_or_anniversary_easy,fishwoman,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,4月2日,"[""12月22日"",""4月2日"",""9月13日""]"
fishwoman_gender_easy,fishwoman,hunter,easy,gender,該角色的性別是？,女,"[""女"",""男""]"
fishwoman_likes_easy,fishwoman,hunter,easy,likes,該角色喜歡？,水,"[""金錢、溫順的人"",""水"",""紅酒、銷金窟""]"
fishwoman_dislikes_easy,fishwoman,hunter,easy,dislikes,該角色討厭？,與人交往,"[""漆黑封閉的環境"",""粗暴的人"",""與人交往""]"
fishwoman_representative_s_tier_costume_easy,fishwoman,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,靜默之戟,"[""克羅托"",""靜默之戟"",""歐律狄刻""]"
fishwoman_representative_a_tier_costume_easy,fishwoman,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,垂淚的神女、瑤彩,"[""垂淚的神女、瑤彩"",""群首、㏿滑種子"",""翦燭、忘川渡人""]"
fishwoman_abyss_s_or_a_costume_easy,fishwoman,hunter,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,百萬人魚、鬼臉天蛾、迷迭香,"[""哈姆雷特、\""盲區\""、\""加特\"""",""百萬人魚、鬼臉天蛾、迷迭香"",""白孔雀、更紗、羅生門""]"
fishwoman_cn_release_date_hard,fishwoman,hunter,hard,cn_release_date,該角色的上線日期為？,2021-06-17,"[""2021-06-17"",""2021-11-18"",""2018-09-27""]"
fishwoman_cn_voice_actor_hard,fishwoman,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,張安琪,"[""張安琪"",""孟祥龍"",""金娜""]"
wax_sculptor_manor_name_easy,wax_sculptor,hunter,easy,manor_name,該角色在莊園的名字是？,菲利普,"[""約瑟夫"",""弗雷迪·萊利"",""菲利普""]"
wax_sculptor_real_name_easy,wax_sculptor,hunter,easy,real_name,該角色的本名是？,菲利普,"[""菲利普"",""特蕾西·列茲尼克"",""班恩·佩雷茲""]"
wax_sculptor_alias_easy,wax_sculptor,hunter,easy,alias,玩家可能怎麼稱呼該角色？,蠟蠟,"[""老頭"",""蠟蠟"",""大米""]"
wax_sculptor_camp_easy,wax_sculptor,hunter,easy,camp,該角色的陣營是？,監管者,"[""求生者"",""監管者""]"
wax_sculptor_birthday_or_anniversary_easy,wax_sculptor,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,4月16日,"[""4月16日"",""3月11日"",""4月23日""]"
wax_sculptor_gender_easy,wax_sculptor,hunter,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
wax_sculptor_likes_easy,wax_sculptor,hunter,easy,likes,該角色喜歡？,家人,"[""家人"",""夏季"",""飛禽""]"
wax_sculptor_dislikes_easy,wax_sculptor,hunter,easy,dislikes,該角色討厭？,潮濕、陰暗,"[""槍、獸夾陷阱"",""潮濕、陰暗"",""寒冷""]"
wax_sculptor_representative_s_tier_costume_easy,wax_sculptor,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,怒火,"[""雨燕先生"",""怒火"",""紅騎士""]"
wax_sculptor_representative_a_tier_costume_easy,wax_sculptor,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,星相師,"[""星相師"",""幕外之音、拂曉女士、電光之音"",""陌路仙蹤、夜之商籟""]"
wax_sculptor_abyss_s_or_a_costume_easy,wax_sculptor,hunter,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,收藏品、淋浴、粉焰舞曲,"[""淘金客、解離、輝銻礦"",""小明星、BISHOP-f1、OPH. LILY"",""收藏品、淋浴、粉焰舞曲""]"
wax_sculptor_cn_release_date_hard,wax_sculptor,hunter,hard,cn_release_date,該角色的上線日期為？,2021-10-14,"[""2022-04-28"",""2021-10-14"",""2018-05-17""]"
wax_sculptor_cn_voice_actor_hard,wax_sculptor,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,陳昊天,"[""劉雨軒"",""王宇航"",""陳昊天""]"
wax_sculptor_experiment_code_hard,wax_sculptor,hunter,hard,experiment_code,該角色的實驗代號為？,2-0-3,"[""2-0-3"",""8-0-1"",""5-?-4""]"
dream_hunter_manor_name_easy,dream_hunter,hunter,easy,manor_name,該角色在莊園的名字是？,“奧爾菲斯”,"[""伊索·卡爾"",""“奧爾菲斯”"",""謝必安/范無咎""]"
dream_hunter_former_name_easy,dream_hunter,hunter,easy,former_name,該角色的曾用名是？,羅伊·卡斐,"[""里奧·貝克"",""羅伊·卡斐"",""莉迪亞·瓊斯""]"
dream_hunter_nickname_easy,dream_hunter,hunter,easy,nickname,該角色的小名是？,奧菲,"[""奧菲"",""米沙"",""瓦利婭""]"
dream_hunter_alias_easy,dream_hunter,hunter,easy,alias,玩家可能怎麼稱呼該角色？,烏雞哥,"[""舞舞"",""烏雞哥"",""牢博""]"
dream_hunter_camp_easy,dream_hunter,hunter,easy,camp,該角色的陣營是？,監管者,"[""求生者"",""監管者""]"
dream_hunter_birthday_or_anniversary_easy,dream_hunter,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,4月2日,"[""10月10日"",""4月2日"",""7月30日""]"
dream_hunter_gender_easy,dream_hunter,hunter,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
dream_hunter_likes_easy,dream_hunter,hunter,easy,likes,該角色喜歡？,黑暗的環境,"[""瑪莎、金錢"",""黑暗的環境"",""紅酒、銷金窟""]"
dream_hunter_dislikes_easy,dream_hunter,hunter,easy,dislikes,該角色討厭？,鳥類的叫聲,"[""一切香氛氣息"",""破壞建築物和擅自使用設施的人"",""鳥類的叫聲""]"
dream_hunter_representative_s_tier_costume_easy,dream_hunter,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,"""淵""","[""司藥"",""孤月騎士"",""\""淵\""""]"
dream_hunter_representative_a_tier_costume_easy,dream_hunter,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,海德先生、潰夜獵者、聖潔,"[""神眷、東風遙"",""日落黃沙"",""海德先生、潰夜獵者、聖潔""]"
dream_hunter_cn_release_date_hard,dream_hunter,hunter,hard,cn_release_date,該角色的上線日期為？,2021-11-18,"[""2025-03-13"",""2026-06-03"",""2021-11-18""]"
dream_hunter_cn_voice_actor_hard,dream_hunter,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,劉北辰,"[""李春胤"",""劉垚"",""劉北辰""]"
recorder_manor_name_easy,recorder,hunter,easy,manor_name,該角色在莊園的名字是？,柯根,"[""柯根"",""伊萊·克拉克"",""伊芙琳·莫雷""]"
recorder_real_name_easy,recorder,hunter,easy,real_name,該角色的本名是？,柯根·尼古拉斯·基奧,"[""克萊奧·德克魯"",""柯根·尼古拉斯·基奧"",""安德魯·克雷斯""]"
recorder_former_name_easy,recorder,hunter,easy,former_name,該角色的曾用名是？,柯根·尼古拉斯·基奧,"[""柯根·尼古拉斯·基奧"",""羅比·懷特"",""伽拉泰亞·克勞德""]"
recorder_alias_easy,recorder,hunter,easy,alias,玩家可能怎麼稱呼該角色？,泡芙老師,"[""安東鳥"",""77"",""泡芙老師""]"
recorder_camp_easy,recorder,hunter,easy,camp,該角色的陣營是？,監管者,"[""監管者"",""求生者""]"
recorder_birthday_or_anniversary_easy,recorder,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,1月21日,"[""1月21日"",""10月21日"",""3月19日""]"
recorder_gender_easy,recorder,hunter,easy,gender,該角色的性別是？,女,"[""女"",""男""]"
recorder_likes_easy,recorder,hunter,easy,likes,該角色喜歡？,看書、文字記錄、研究法律,"[""看書、文字記錄、研究法律"",""獅子、舞台燈"",""瑪莎、金錢""]"
recorder_dislikes_easy,recorder,hunter,easy,dislikes,該角色討厭？,不公正的法律裁決、不平等的對待,"[""軍隊、政府官員"",""骯髒破敗的物品、醫療材料的消毒液味道"",""不公正的法律裁決、不平等的對待""]"
recorder_representative_s_tier_costume_easy,recorder,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,克拉肯,"[""Checkmate"",""克拉肯"",""克羅托""]"
recorder_representative_a_tier_costume_easy,recorder,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,締造者,"[""締造者"",""幽夜終章"",""箜篌、索菲亞""]"
recorder_abyss_s_or_a_costume_easy,recorder,hunter,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,刪除符、執政官,"[""沉眠的兔先生、\""黑鼻子\""、蠻牛之力"",""點亮星星的女孩、不願醒來的女孩、海女巫"",""刪除符、執政官""]"
recorder_cn_release_date_hard,recorder,hunter,hard,cn_release_date,該角色的上線日期為？,2022-04-06,"[""2018-04-05"",""2022-04-06"",""2021-08-05""]"
recorder_cn_voice_actor_hard,recorder,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,孫暢,"[""孫暢"",""蘇婉"",""蘇鑫""]"
recorder_experiment_code_hard,recorder,hunter,hard,experiment_code,該角色的實驗代號為？,2-1-1,"[""8-0-1"",""2-1-1"",""6-1-4""]"
hermit_manor_name_easy,hermit,hunter,easy,manor_name,該角色在莊園的名字是？,阿爾瓦·洛倫茲,"[""馬蒂亞斯·切爾寧"",""阿爾瓦·洛倫茲"",""伊塔庫亞""]"
hermit_real_name_easy,hermit,hunter,easy,real_name,該角色的本名是？,阿爾瓦·洛倫茲,"[""阿爾瓦·洛倫茲"",""伊索·卡爾"",""埃弗隆·懷茲""]"
hermit_alias_easy,hermit,hunter,easy,alias,玩家可能怎麼稱呼該角色？,電擊老頭,"[""電擊老頭"",""小黑小白"",""漁漁""]"
hermit_camp_easy,hermit,hunter,easy,camp,該角色的陣營是？,監管者,"[""監管者"",""求生者""]"
hermit_birthday_or_anniversary_easy,hermit,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,4月20日,"[""5月21日"",""2月14日"",""4月20日""]"
hermit_gender_easy,hermit,hunter,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
hermit_likes_easy,hermit,hunter,easy,likes,該角色喜歡？,發明、學術期刊,"[""發明、學術期刊"",""松露蛋糕、希臘神話"",""結構精密的機械、啤酒、工程學書籍""]"
hermit_dislikes_easy,hermit,hunter,easy,dislikes,該角色討厭？,輿論場、高風險、公關工作,"[""水"",""狩獵者、看書"",""輿論場、高風險、公關工作""]"
hermit_representative_s_tier_costume_easy,hermit,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,典獄長,"[""半精靈騎士"",""典獄長"",""幽靈帆""]"
hermit_representative_a_tier_costume_easy,hermit,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,薄金、首席顧問,"[""薄金、首席顧問"",""點金"",""聽海閑情、瑪利亞公理""]"
hermit_abyss_s_or_a_costume_easy,hermit,hunter,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,鄉村牧師、升學禮、游隼,"[""鄉村牧師、升學禮、游隼"",""刻律涅之傷、聖誕狂鹿、阿努比斯"",""聖誕沙龍、竊夢行者、猙""]"
hermit_cn_release_date_hard,hermit,hunter,hard,cn_release_date,該角色的上線日期為？,2022-08-25,"[""2020-05-08"",""2022-04-06"",""2022-08-25""]"
hermit_cn_voice_actor_hard,hermit,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,董勝章,"[""董勝章"",""徐翔"",""翟巍""]"
hermit_experiment_code_hard,hermit,hunter,hard,experiment_code,該角色的實驗代號為？,11-0-2,"[""9-?-3"",""11-0-2"",""4-0-2""]"
night_watcher_manor_name_easy,night_watcher,hunter,easy,manor_name,該角色在莊園的名字是？,伊塔庫亞,"[""伊塔庫亞"",""維克多·葛蘭茲"",""珀西""]"
night_watcher_real_name_easy,night_watcher,hunter,easy,real_name,該角色的本名是？,伊塔·維魯弗,"[""伊塔·維魯弗"",""艾格·瓦爾登"",""瑪麗·安托瓦內特""]"
night_watcher_former_name_easy,night_watcher,hunter,easy,former_name,該角色的曾用名是？,伊塔·維魯弗,"[""瑪麗·安托瓦內特"",""羅伊·卡斐"",""伊塔·維魯弗""]"
night_watcher_alias_easy,night_watcher,hunter,easy,alias,玩家可能怎麼稱呼該角色？,伊塔,"[""泡芙老師"",""戚姐"",""伊塔""]"
night_watcher_camp_easy,night_watcher,hunter,easy,camp,該角色的陣營是？,監管者,"[""監管者"",""求生者""]"
night_watcher_birthday_or_anniversary_easy,night_watcher,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,12月7日,"[""7月23日"",""12月7日"",""10月4日""]"
night_watcher_gender_easy,night_watcher,hunter,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
